#-------------------------------------------
# Food Diary Report - Detailed Report,"giovedì, dicembre 1, 2022","sabato, dicembre 31, 2022"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Media Giornaliera,Cal ( kcal),Gras( g),Carb( g),Prot( g)
Totale,2458,"78,54","291,72","144,68"
Colazione,716,"18,18","95,02","41,27"
Pranzo,932,"32,21","108,77","50,68"
Cena,473,"16,54","50,66","30,19"
Snacks/Altro,338,"11,61","37,27","22,53"

#-------------------------------------------
# Report Details
#-------------------------------------------
Data,Cal ( kcal),Gras( g),Sat( g),Carb( g),Fibre( g),Zucch( g),Prot( g),Sod( mg),Coles( mg),Potassio( mg)
  Zucchine Cotte,37,"2,29","0,436","4,22","1,4","2,51","0,89",268,0,186
   100 g
  Lidl Hamburger di Vitello,281,"18,6","9,67","2,48",0,"0,25","26,04","545,6",,
   124 g
 Snacks/Altro,563,"8,6","3,391","102,18","5,63","30,23","20,78","1,73",0,"620,87"
  Optimum Nutrition Serious Mass,212,"0,95","0,34",42,"0,45","3,58","8,4","0,21",,"201,87"
   56 g
  Granarolo Latte Parzialmente Scremato Più Giorni,112,"3,74","2,57","11,7",0,"11,7","7,58",0,,
   234 ml
  Banana,104,"0,39","0,131","26,72",3,"14,31","1,28",1,0,419
   117 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g

"venerdì, dicembre 2, 2022",2637,"90,78","43,123","294,4","42,42","55,23","157,81","3773,4",749,"2006,63"
 Colazione,832,"23,26","8,718","85,15",3,"14,61","66,81","843,17",634,"453,34"
  Milbona Fiocchi di Latte,94,"4,32","2,88","2,69",0,"2,69","11,04","0,51",,
   96 g
  Certossa Pagnotta di Grano Duro,143,"2,21","0,38","24,3","1,84","2,38","5,4","302,4",,
   54 g
  Uovo,220,"14,91","4,648","1,16",0,"1,16","18,87",210,634,201
   3 grandi
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
 Pranzo,538,"24,45","13,993","51,81","2,74","3,46","25,69",668,62,
  Scamorza,283,"21,31","13,303","1,83",0,"0,62","20,69",668,62,
   85 g
  Certossa Pan Bauletto,255,"3,14","0,69","49,98","2,74","2,84",5,0,,
   98 g
 Cena,745,"30,69","13,026","73,46","33,5","6,96","45,91",2261,53,965
  Scamorza,243,"18,3","11,425","1,57",0,"0,53","17,77",573,53,
   73 g
  Zuppa di Lenticchie,502,"12,39","1,601","71,89","33,5","6,43","28,14",1688,0,965
   670 g
 Snacks/Altro,522,"12,38","7,386","83,98","3,18","30,2","19,4","1,23",0,"588,29"
  Granarolo Latte Parzialmente Scremato Più Giorni,120,4,"2,75","12,5",0,"12,5","8,1",0,,
   250 ml
  Optimum Nutrition Serious Mass,227,"1,02","0,36",45,"0,48","3,84",9,"0,22",,"216,29"
   60 g
  Banana,93,"0,34","0,116","23,75","2,7","12,72","1,13",1,0,372
   104 g
  Novi Nero Nero 88%,82,"7,02","4,16","2,73",,"1,14","1,17","0,01",,
   13 g

"sabato, dicembre 3, 2022",2569,"76,95","40,631","337,86","17,94","131,91","131,13","4543,46",135,"1325,34"
 Colazione,476,"5,47","3,246","88,55","3,26","29,5","19,6","1,26",0,"624,34"
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Granarolo Latte Parzialmente Scremato Più Giorni,118,"3,94","2,71","12,3",0,"12,3","7,97",0,,
   246 ml
  Banana,93,"0,34","0,116","23,75","2,7","12,72","1,13",1,0,372
   104 g
 Pranzo,999,"37,29","22,266","130,66","6,2","35,28","34,54","1879,01",93,352
  Mela,57,"0,19","0,031","15,19","2,6","11,43","0,29",1,0,118
   110 g
  Novi Nero Nero 88%,76,"6,48","3,84","2,52",,"1,06","1,08","0,01",,
   12 g
  Kiwi,46,"0,39","0,022",11,"2,2","6,74","0,86",2,0,234
   75 g
  Risotto al Formaggio,820,"30,23","18,373","101,95","1,4","16,05","32,31",1876,93,
   470 g
 Cena,857,"30,26","14,399","93,75","5,84","62,63","52,69","2332,7",42,349
  Mandarino,111,"0,65","0,082","28,01","3,8","22,22","1,7",4,0,349
"   3 piccoli (5,5 cm di diametro)"
  Solevita Succo di Ananas,164,"0,33",0,"36,95",0,"36,95","1,31","32,7",,
   327 ml
  Scamorza,193,"14,54","9,077","1,25",0,"0,42","14,12",456,42,
   58 g
  Ferrari GranMix Classico,60,"4,48","3,08","0,14",,0,"4,76",224,,
   14 g
  Sasso Olio d'oliva,41,"4,6","0,7",0,,,0,,,
"   1/2 x 1 cucchiaio, 5 g"
  Dal Salumiere Bresaola,130,"3,2","1,04","0,4",0,"0,4","24,8",1280,,
   80 g
  Certossa Pagnotta di Grano Duro,158,"2,46","0,42",27,"2,04","2,64",6,336,,
   60 g
 Snacks/Altro,237,"3,93","0,72","24,9","2,64","4,5","24,3","330,49",,
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Lidl Crackers,127,"3,3","0,33","20,4","2,04","0,6","3,3","0,49",,
   30 g

"lunedì, dicembre 5, 2022",3365,"120,25","48,685","413,96","21,65","107,87","151,91","4527,59",114,"1007,58"
 Colazione,949,"24,65","10,617","132,4","7,7","69,6","46,52","332,41",0,"433,34"
  Esselunga Torta Fresca ai Fichi,414,"18,37","6,93","53,9","4,84","43,01","5,94","0,15",,
   110 g
  Granarolo Latte Parzialmente Scremato Più Giorni,125,"4,16","2,86",13,0,13,"8,42",0,,
   260 ml
  Kiwi,35,"0,3","0,017","8,5","1,7","5,21","0,66",2,0,181
   58 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
 Pranzo,1718,"75,76","27,825","192,29","9,3","10,13","63,44",3604,114,
  Pizza Fatta in Casa,1718,"75,76","27,825","192,29","9,3","10,13","63,44",3604,114,
   666 g
 Cena,184,"8,52","5,16","2,4",0,"0,84","24,6",480,,
  Nixe Sardine in Salsa di Pomodoro,184,"8,52","5,16","2,4",0,"0,84","24,6",480,,
   120 g
 Snacks/Altro,514,"11,32","5,083","86,87","4,65","27,3","17,35","111,18",0,"574,24"
  San Carlo Classica,126,"6,75","2,35","13,75","1,35","0,15","1,85",110,,
   25 g
  Granarolo Latte Parzialmente Scremato Più Giorni,101,"3,36","2,31","10,5",0,"10,5","6,8",0,,
   210 ml
  Banana,98,"0,36","0,123","25,12","2,9","13,45","1,2",1,0,394
   110 g
  Optimum Nutrition Serious Mass,189,"0,85","0,3","37,5","0,4","3,2","7,5","0,18",,"180,24"
   50 g

"martedì, dicembre 6, 2022",2392,"101,09","29,701","223,24","31,4","74,78","139,88","5613,61",5,"1079,34"
 Colazione,848,"21,75","9,33","116,1","5,56","57,58","43,44","330,4",,"252,34"
  Esselunga Torta Fresca ai Fichi,376,"16,7","6,3",49,"4,4","39,1","5,4","0,14",,
   100 g
  Granarolo Latte Parzialmente Scremato Più Giorni,97,"3,23","2,22","10,1",0,"10,1","6,54",0,,
   202 ml
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
 Pranzo,854,"31,48","8,172","67,22","2,8","12,17","73,2","3450,81",0,116
  Novi Nero Nero 88%,70,"5,94","3,52","2,31",,"0,97","0,99","0,01",,
   11 g
  Milbona Fiocchi di Latte Light,140,"1,6",1,"6,2",,"6,2",25,480,,
   200 g
  Pane Bianco,309,"3,82","0,832","58,71","2,8",5,"8,86",790,0,116
   116 g
  Gastronomia di Mare Salmone Affumicato Norvegese,335,"20,12","2,82",0,0,0,"38,35","2180,8",,
   188 g
 Cena,272,"7,96","2,419","38,3","17,1","3,53","13,1",1830,5,711
  Zuppa di Fagioli,272,"7,96","2,419","38,3","17,1","3,53","13,1",1830,5,711
   504 g
 Snacks/Altro,418,"39,9","9,78","1,62","5,94","1,5","10,14","2,4",,
  Lidl Noci del Brasile,418,"39,9","9,78","1,62","5,94","1,5","10,14","2,4",,
   60 g

"sabato, dicembre 17, 2022",1601,"63,65","22,022","175,54","11,12","48,92","82,59","1172,87",149,"1322,45"
 Colazione,1059,"41,99","13,841","147,5","6,12","29,73","23,51","452,19",0,"280,45"
  Gocciole Biscotti,290,13,"3,5","37,5","2,5","14,5","4,5",126,,
"   5 x 1 biscotto, 60 g"
  Biscotti con Gocce di Cioccolato (di tipo Morbido),458,"24,3","7,411","59,1","3,2",,"3,5",326,0,93
   100 g
  Optimum Nutrition Serious Mass,197,"0,88","0,31",39,"0,42","3,33","7,8","0,19",,"187,45"
   52 g
  Granarolo Latte Parzialmente Scremato Più Giorni,114,"3,81","2,62","11,9",0,"11,9","7,71",0,,
   238 ml
 Pranzo,542,"21,66","8,181","28,04",5,"19,19","59,08","720,68",149,1042
  Mela,78,"0,26","0,042","20,72","3,6","15,58","0,39",2,0,160
   150 g
  Lindt Cioccolato Fondente 88%,82,"7,02","4,16","2,73",,"1,3","1,17","4,68",,
   13 g
  Petto di Pollo,351,"13,9","3,909",0,0,0,"53,19",707,149,437
   180 g
  Funghi,31,"0,48","0,07","4,59","1,4","2,31","4,33",7,0,445
   140 g
 Cena,,,,,,,,,,
 Snacks/Altro,,,,,,,,,,

"lunedì, dicembre 19, 2022",2291,"68,42","23,759","304,6","35,27","103,54","126,97","1852,75",0,1630
 Colazione,419,"13,35","6,194","61,8","7,43","33,63","12,74","52,8",0,288
  Arance,75,"0,19","0,024","18,68","3,8","14,87","1,49",0,0,288
   159 g
  Crownfield Crunchy Muesli Schoko & Nuss,255,"10,18","4,12","33,82","3,63","9,46","5,22","52,8",,
   55 g
  Granarolo Latte Parzialmente Scremato Più Giorni,89,"2,98","2,05","9,3",0,"9,3","6,03",0,,
   186 ml
 Pranzo,819,"26,91","8,002","103,11","3,6","16,57","43,61","173,79",0,160
  Novi Nero Nero 88%,57,"4,86","2,88","1,89",,"0,79","0,81","0,01",,
   9 g
  Mela,78,"0,26","0,042","20,72","3,6","15,58","0,39",2,0,160
   150 g
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Ferrari GranMix Classico,43,"3,2","2,2","0,1",,0,"3,4",160,,
   10 g
  Carrefour Tonno a Pinne Gialle all'olio d'oliva,205,9,"1,38",0,0,0,"32,31","1,78",,
   120 g
  Golden Sun  Basmati Rice,354,"0,4","0,1","80,4",,"0,2","6,7",10,,
   100 g
 Cena,492,"15,49","2,06","70,35",18,"13,15","20,5",1205,0,675
  Sasso Olio d'oliva,82,"9,19","1,4",0,,,0,,,
"   1 cucchiaio, 10 g"
  Zuppa di Ceci,410,"6,3","0,66","70,35",18,"13,15","20,5",1205,0,675
   500 g
 Snacks/Altro,561,"12,67","7,503","69,34","6,24","40,19","50,12","421,16",0,507
  Granarolo Latte Parzialmente Scremato Più Giorni,99,"3,31","2,28","10,35",0,"10,35","6,71",0,,
   207 ml
  Decathlon Whey Protein Vanilla Flavour,99,"0,57","0,35","4,05","0,54","3,51","18,9",297,,
   27 g
  Banana,94,"0,35","0,119","24,21","2,8","12,96","1,16",1,0,379
   106 g
  Lidl Barretta Proteica Stracciatella,169,5,"2,8","12,9",,"0,3","22,5",120,,
"   1 barretta, 45 g"
  Lindt Cioccolato Fondente 88%,38,"3,24","1,92","1,26",,"0,6","0,54","2,16",,
   6 g
  Mela,62,"0,2","0,034","16,57","2,9","12,47","0,31",1,0,128
   120 g

"martedì, dicembre 20, 2022",2613,"89,41","31,939","263,36","23,84","62,39","192,67","2903,76",38,"1846,68"
 Colazione,668,"7,36","2,97","85,15","3,59","12,02","62,42","1206,62",,"572,68"
  Milbona Formaggio con Skyr,42,"2,7","1,71","1,08",,"1,08","3,12",84,,
   30 g
  Certossa Pagnotta di Grano Duro,195,"3,03","0,52","33,3","2,52","3,26","7,4","414,4",,
   74 g
  Lidl Albume d'uovo Pastorizzato,98,0,0,"2,02",0,0,"22,05",378,,360
   225 g
  Optimum Nutrition Serious Mass,223,1,"0,35","44,25","0,47","3,78","8,85","0,22",,"212,68"
   59 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
 Pranzo,774,"14,7","8,305","126,16","8,85","19,44","33,18",450,38,272
  Lindt Cioccolato Fondente 90%,30,"2,75","1,5","0,7",,"0,35","0,5",6,,
"   1/2 x 1 quadratino, 5 g"
  Arance,70,"0,18","0,022","17,62","3,6","14,02","1,41",0,0,272
   150 g
  Pecorino,143,"9,97","6,333","1,34",0,"0,27","11,77",444,38,
   37 g
  Coop Spaghetti 4,531,"1,8","0,45","106,5","5,25","4,8","19,5",0,,
   150 g
 Cena,737,"49,64","18,449","19,4","7,3","6,26","57,37","1047,14",0,642
  Broccoli Cotti (da Freschi),123,"6,11","1,149","15,84","7,3","3,04","5,22",656,0,642
   227 g
  BONLÀ Primo Sale,254,"19,55","13,8","3,56",0,"3,22","16,1",391,,
   115 g
  Gastronomia di Mare Filetto di Salmone senza Pelle,360,"23,98","3,5",0,0,0,"36,05","0,14",,
   175 g
 Snacks/Altro,434,"17,71","2,215","32,65","4,1","24,67","39,7",200,0,360
  Noci,164,"16,3","1,532","3,43","1,7","0,65","3,81",0,0,110
   25 g
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml
  Kiwi,49,"0,42","0,023","11,73","2,4","7,19","0,91",2,0,250
   80 g

"mercoledì, dicembre 21, 2022",2253,39,"17,323","314,5","21,78","51,67","159,84","1406,48",45,"998,34"
 Colazione,708,"16,05","8,642","102,97","5,96","28,08","38,21","828,26",45,"566,34"
  Croissant o Cornetto,272,"14,07","7,812","30,69","1,7","7,54","5,49",498,45,79
   1 grande
  Arance,61,"0,16","0,02","15,28","3,1","12,16","1,22",0,0,235
   130 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
 Pranzo,1027,"20,04","8,53","143,17","7,82","7,44","65,16","224,22",,
  Bio Organic Gallette di Riso Salate,98,"0,57","0,13","20,8","0,26","0,08","2,18","0,08",,
   26 g
  BONLÀ Primo Sale,126,"9,69","6,84","1,77",0,"1,6","7,98","193,8",,
   57 g
  Carrefour Tonno a Pinne Gialle all'olio d'oliva,178,"7,8","1,2",0,0,0,28,"1,54",,
"   2 x 1 scatoletta (sgocciolato), 104 g"
  Pasta della Contessa Pennone,625,"1,98","0,36","120,6","7,56","5,76",27,"28,8",,
   180 g
 Cena,518,"2,91","0,151","68,36",8,"16,15","56,47",354,0,432
  Heinz Ketchup,36,"0,04","0,04","8,12",0,"7,98","0,42",252,,
   35 g
  Carote,55,"0,32","0,05","12,93","3,8","6,13","1,26",93,0,432
   135 g
  Patata Bollita,204,"0,24","0,061","47,31","4,2","2,04","4,39",9,0,
   235 g
  Aia Sottilissime di Pollo,223,"2,31",,0,,,"50,4",,,
   210 g
 Snacks/Altro,,,,,,,,,,

"giovedì, dicembre 22, 2022",2449,"62,23","23,507","295,63","11,4","57,41","170,59","2328,56",68,"2111,34"
 Colazione,613,"5,01","2,19","75,5","2,32","10,6","63,93","1038,66",,"692,34"
  Milbona Formaggio con Skyr,28,"1,8","1,14","0,72",,"0,72","2,08",56,,
   20 g
  Lidl Albume d'uovo Pastorizzato,120,0,0,"2,48",0,0,"26,95",462,,440
   275 g
  Certossa Pagnotta di Grano Duro,90,"1,39","0,24","15,3","1,16","1,5","3,4","190,4",,
   34 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
 Pranzo,367,"14,07","4,83","24,7","3,5","3,7","35,25","773,06",68,875
  Lindt Cioccolato Fondente 90%,30,"2,75","1,5","0,7",,"0,35","0,5",6,,
"   1/2 x 1 quadratino, 5 g"
  Bio Organic Gallette di Riso Salate,76,"0,44","0,1",16,"0,2","0,06","1,68","0,06",,
   20 g
  Funghi Cotti,74,"4,25","0,758",8,"3,3","3,29","3,26",389,0,533
   155 g
  Bistecca di Manzo (Mangiata solo Parte Magra),187,"6,63","2,472",0,0,0,"29,81",378,68,342
   100 g
 Cena,786,"13,56","7,68","132,95",,"5,65","22,32","195,64",,
  Novi Extra Fondente con Pistacchio Croccante,87,"6,6","3,6","4,95",,"4,05","1,36",0,,
   15 g
  Antichi Maestri Formaggio Grattugiato Italiano,67,"4,96","3,68",0,,0,"5,76",192,,
   16 g
  Lidl Gnocchetti di Patate,632,2,"0,4",128,,"1,6","15,2","3,64",,
   400 g
 Snacks/Altro,683,"29,59","8,807","62,48","5,58","37,46","49,09","321,2",0,544
  Noci,196,"19,56","1,838","4,11",2,"0,78","4,57",1,0,132
   30 g
  Equilibra Protein 35%,176,"5,6","4,1",17,,"8,1",16,"0,2",,
"   1 barretta, 45 g"
  Decathlon Whey Protein Vanilla Flavour,106,"0,61","0,38","4,35","0,58","3,77","20,3",319,,
   29 g
  Banana,102,"0,38","0,129","26,27",3,"14,06","1,25",1,0,412
   115 g
  Granarolo Latte Parzialmente Scremato Più Giorni,103,"3,44","2,36","10,75",0,"10,75","6,97",0,,
   215 ml

"venerdì, dicembre 23, 2022",1718,"29,05","14,989","226,22","8,32","37,49","130,45","1739,3",86,"403,34"
 Colazione,608,"7,42","2,97","90,89","3,64","12,63","41,82","820,26",,"252,34"
  Milbona Formaggio con Skyr,40,"2,61","1,65","1,04",,"1,04","3,02","81,2",,
   29 g
  Certossa Pagnotta di Grano Duro,193,"2,99","0,51","32,85","2,48","3,21","7,3","408,8",,
   73 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
 Pranzo,889,"20,64","11,359","117,84","4,68","8,03","53,65","721,04",86,151
  Novi Extra Fondente con Pistacchio Croccante,76,"5,72","3,12","4,29",,"3,51","1,18",0,,
   13 g
  Bio Organic Gallette di Riso Salate,49,"0,29","0,06","10,4","0,13","0,04","1,09","0,04",,
   13 g
  Pecorino,170,"11,85","7,531","1,6",0,"0,32","13,99",528,46,
   44 g
  Coop Spaghetti 4,460,"1,56","0,39","92,3","4,55","4,16","16,9",0,,
   130 g
  Surimi,134,"1,22","0,258","9,25",0,0,"20,49",193,40,151
   135 g
 Cena,,,,,,,,,,
 Snacks/Altro,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
  Milbona High Protein Drink Cacao,221,"0,99","0,66","17,49",,"16,83","34,98",198,,
   330 ml

"martedì, dicembre 27, 2022",2954,"106,96","38,019","334,85","25,75","135,28",164,"2854,38",268,"2225,34"
 Colazione,785,"17,32","8,33","107,65","5,12","32,45","46,11","387,86",,"252,34"
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Optimum Nutrition Serious Mass,265,"1,19","0,42","52,5","0,56","4,48","10,5","0,26",,"252,34"
   70 g
  Crownfield Crunchy Muesli Schoko & Nuss,278,"11,1","4,5","36,9","3,96","10,32","5,7","57,6",,
   60 g
  Granarolo Latte Parzialmente Scremato Più Giorni,132,"4,4","3,02","13,75",0,"13,75","8,91",0,,
   275 ml
 Pranzo,1349,"45,17","23,313","170,64","9,3","74,97","67,15",2350,156,1569
  Novi Extra Fondente con Pistacchio Croccante,76,"5,72","3,12","4,29",,"3,51","1,18",0,,
   13 g
  Melograno,88,"0,39","0,049","22,15","0,8","21,38","1,23",4,0,334
   129 g
  Coca-Cola Coca-Cola,126,0,,"32,4",,"32,4",0,,,
   300 ml
  Lasagne di Carne,1059,"39,06","20,144","111,8","8,5","17,68","64,74",2346,156,1235
   650 g
 Cena,624,"24,91","4,538","52,45","9,33","27,08","46,17","115,52",112,272
  Melograno,71,"0,32","0,04","18,03","0,6","17,4",1,3,0,272
   105 g
  Lidl Crackers,135,"3,52","0,35","21,76","2,18","0,64","3,52","0,52",,
   32 g
  Salmone Fresco,348,"20,62","4,148",0,0,,"37,81",112,112,
   190 g
"  Coop Melanzane, Zucchine e Peperoni Grigliati ",70,"0,45",0,"12,66","6,55","9,04","3,84",0,,
   226 g
 Snacks/Altro,196,"19,56","1,838","4,11",2,"0,78","4,57",1,0,132
  Noci,196,"19,56","1,838","4,11",2,"0,78","4,57",1,0,132
   30 g

"mercoledì, dicembre 28, 2022",2709,"101,71","29,175","275,95","20,03","92,93","166,42","2616,76",0,635
 Colazione,604,"22,52","2,77","63,46","0,6","14,7","35,03",330,,
  Decathlon Whey Protein Vanilla Flavour,110,"0,63","0,39","4,5","0,6","3,9",21,330,,
   30 g
  Motta Pandoro,390,"18,43",,"48,16",,,"7,03",,,
   95 g
  Granarolo Latte Parzialmente Scremato Più Giorni,104,"3,46","2,38","10,8",0,"10,8",7,0,,
   216 ml
 Pranzo,1152,"57,36","18,452","113,16","3,6","16,35","46,31",1220,0,272
  Lindt Excellence 85% Cacao,82,"6,44","3,78","3,08",0,"2,1","1,75",0,,
   14 g
  Arance,70,"0,18","0,022","17,62","3,6","14,02","1,41",0,0,272
   150 g
  Antichi Maestri Formaggio Grattugiato Italiano,105,"7,75","5,75",0,,0,9,300,,
"   2 1/2 x 	1 porzione, 25 g"
  Sasso Olio d'oliva,165,"18,38","2,8",0,,,0,,,
"   2 x 1 cucchiaio, 20 g"
  Nixe Filetti di Sgombro Grigliati,323,"24,15","5,98",0,0,0,"26,45","908,5",,
   115 g
  Golden Sun  Basmati Rice,407,"0,46","0,12","92,46",,"0,23","7,7","11,5",,
   115 g
 Cena,735,"21,17","7,623","81,18","15,83","43,73","50,43","868,76",0,363
  Bonduelle Piselli e Carote,147,"1,51","0,43","18,58","12,31","9,29","8,64",540,,
   216 g
  Coop Hamburger di Vitello,278,"14,8","6,66","0,92",0,"0,18","35,52","0,11",,
   185 g
  Lidl Crackers,169,"4,4","0,44","27,2","2,72","0,8","4,4","0,65",,
   40 g
  Heinz Ketchup,46,"0,04","0,04","10,44",0,"10,26","0,54",324,,
   45 g
  Melograno,95,"0,42","0,053","24,04","0,8","23,2","1,33",4,0,363
   140 g
 Snacks/Altro,218,"0,66","0,33","18,15",,"18,15","34,65",198,,
  Milbona High Protein Drink (Vaniglia),218,"0,66","0,33","18,15",,"18,15","34,65",198,,
   330 ml

"giovedì, dicembre 29, 2022",1918,"58,66","10,805","244,88","13,37","64,9","98,96","1845,09",0,491
 Colazione,667,"26,62","2,992","88,69","3,6","27,34","18,58",0,0,268
  Arance,70,"0,18","0,022","17,39","3,6","13,84","1,39",0,0,268
   148 g
  Motta Pandoro,467,"22,12",,"57,8",,,"8,44",,,
   114 g
  Granarolo Latte Parzialmente Scremato Più Giorni,130,"4,32","2,97","13,5",0,"13,5","8,75",0,,
   270 ml
 Pranzo,1090,"26,84","5,253","138,19","9,77","23,96","69,98","1653,09",0,223
  Lindt Excellence 85% Cacao,64,"5,06","2,97","2,42",0,"1,65","1,38",0,,
   11 g
  Melograno,58,"0,26","0,033","14,77","0,5","14,25","0,82",3,0,223
   86 g
  Bonduelle Piselli e Carote,68,"0,7","0,2","8,6","5,7","4,3",4,250,,
   100 g
  Bio Organic Gallette di Riso Salate,102,"0,59","0,14","21,6","0,27","0,08","2,27","0,09",,
   27 g
  Dal Salumiere Bresaola Punta D’Anca,157,"2,8","1,4",0,,0,33,1400,,
   100 g
  Conad Pecorino Sardo,189,"15,65",,0,,0,12,,,
   48 g
  Esselunga Spaghetti,452,"1,78","0,51","90,8","3,3","3,68","16,51",0,,
   127 g
 Cena,,,,,,,,,,
 Snacks/Altro,161,"5,2","2,56",18,,"13,6","10,4",192,,
  Enervit Protein Bar 26% Coco-Choco,161,"5,2","2,56",18,,"13,6","10,4",192,,
   40 g

Totale,34411,"1099,53","407,544","4084,06","304,99","1099,26","2025,5","40842,47",2291,"19441,59"
