#-------------------------------------------
# Food Diary Report - Detailed Report,"Friday, March 1, 2024","Sunday, March 31, 2024"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2039,66.43,218.34,136.35
Breakfast,763,25.29,87.13,46.24
Lunch,557,27.16,37.34,38.41
Dinner,617,11.75,85.25,39.12
Snacks/Other,102,2.22,8.61,12.58

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fibre( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
 Breakfast,792,23.73,5.19,95.56,10.69,35.47,48.3,486.36,,
  Esselunga Mirtilli,6,0.05,,1.22,0.74,1.22,0.22,0.48,,
   24 g
  Optimum Nutrition Mass Gainer,150,0.58,0.24,30.24,0.34,2.64,6,58.08,,
   40 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Crownfield Crunchy Oat Muesli,215,6.1,0.75,32.7,3.65,5.45,5.55,134,,
   50 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Fin Carré Cioccolato Fondente no Sugar Added,52,4.22,2.69,3.43,0.77,0.12,0.82,8,,
   10 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
 Lunch,793,58.64,35.23,18.16,1.03,3.64,46.28,575.03,,
  Merivio Mozzarella di Bufala ,563,48.3,31.5,1.68,0,1.68,30.45,1.53,,
   210 g
  Coop Uovo,140,9.1,3.32,0,,,12.95,367.5,,
"   1 3/4 x 1 uovo, 105 g"
  Certossa Pan Carré,90,1.24,0.41,16.48,1.03,1.96,2.88,206,,
   34 g
 Dinner,579,2.4,0.48,116.96,4.64,4.64,20,6.4,,
  Conad Pasta ,579,2.4,0.48,116.96,4.64,4.64,20,6.4,,
   160 g
 Snacks/Other,,,,,,,,,,

"Wednesday, March 13, 2024",1407,51.97,17.93,121.56,14.36,47.17,108.97,3751.78,,
 Breakfast,775,24.09,5.19,91.18,11.23,35.81,47.34,482.78,,
  Esselunga Mirtilli,9,0.07,,1.78,1.08,1.78,0.32,0.7,,
   35 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
  Crownfield Crunchy Oat Muesli,232,6.59,0.81,35.32,3.94,5.89,5.99,144.72,,
   54 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Fin Carré Cioccolato Fondente no Sugar Added,52,4.22,2.69,3.43,0.77,0.12,0.82,8,,
   10 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
 Lunch,408,25.24,11.66,17.18,1.03,2.66,25.93,875,,
  Sabelli Stracciatella di Burrata,118,11,6.5,0.7,,0.7,4.55,144,,
   50 g
  Coop Uovo,200,13,4.75,0,,,18.5,525,,
"   2 1/2 x 1 uovo, 150 g"
  Certossa Pan Carré,90,1.24,0.41,16.48,1.03,1.96,2.88,206,,
   34 g
 Dinner,224,2.64,1.08,13.2,2.1,8.7,35.7,2394,,
  Esselunga Gamberetti Cotti,146,2.34,0.78,0,,0,31.2,2184,,
   260 g
  Cottintavola Finocchi Grigliati,78,0.3,0.3,13.2,2.1,8.7,4.5,210,,
   300 g
 Snacks/Other,,,,,,,,,,

"Thursday, March 14, 2024",2084,72.19,22.38,235.05,22.76,58.5,115.59,1875.09,41.25,
 Breakfast,793,24.38,5.19,94.17,11.59,38.8,47.83,483.88,,
  Esselunga Fragole,27,0.36,,4.77,1.44,4.77,0.81,1.8,,
   90 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Crownfield Crunchy Oat Muesli,232,6.59,0.81,35.32,3.94,5.89,5.99,144.72,,
   54 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Fin Carré Cioccolato Fondente no Sugar Added,52,4.22,2.69,3.43,0.77,0.12,0.82,8,,
   10 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
 Lunch,419,24.46,11.12,21.48,1.3,3.11,26.25,915.2,,
  Certossa Pan Carré,113,1.56,0.52,20.85,1.3,2.48,3.65,260.6,,
   43 g
  Coop Uovo,200,13,4.75,0,,,18.5,525,,
"   2 1/2 x 1 uovo, 150 g"
  Sabelli Stracciatella di Burrata,106,9.9,5.85,0.63,,0.63,4.1,129.6,,
   45 g
 Dinner,872,23.35,6.07,119.4,9.87,16.59,41.51,476.01,41.25,
  Conad Arancia,78,0.4,0,15.6,3.2,15.6,1.4,8,,
   200 g
  Antichi Maestri Formaggio Grattugiato Italiano,63,4.65,3.45,0,,0,5.4,180,,
"   1 1/2 x 	1 porzione, 15 g"
  Sasso Olio d'oliva,82,9.19,1.4,0,,,0,,,
"   1 cucchiaio, 10 g"
  Sisa Ceci,115,1.92,0.29,15.36,5.57,0.77,6.34,288,,
   96 g
  Rio Mare Filetti di Tonno,145,6.75,0.82,0,,0,21,0,41.25,
   75 g
  Risovì Riso Basmati,389,0.44,0.11,88.44,1.1,0.22,7.37,0.01,,
   110 g
 Snacks/Other,,,,,,,,,,

"Friday, March 15, 2024",2125,75.68,26.14,223.12,25.36,57.71,128.56,3388.3,,
 Breakfast,772,23.84,5.13,90.86,11.09,37.67,47.27,472.9,,
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Crownfield Crunchy Oat Muesli,215,6.1,0.75,32.7,3.65,5.45,5.55,134,,
   50 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Fin Carré Cioccolato Fondente no Sugar Added,52,4.22,2.69,3.43,0.77,0.12,0.82,8,,
   10 g
  Esselunga Fragole,23,0.31,,4.08,1.23,4.08,0.69,1.54,,
   77 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
 Lunch,733,37.61,17.64,53.28,8.67,6.19,40.09,1547.4,,
  Sisa Ceci,136,2.26,0.34,18.08,6.55,0.9,7.46,339,,
   113 g
  Certossa Pan Carré,185,2.55,0.85,33.94,2.12,4.03,5.94,424.2,,
   70 g
  Coop Uovo,200,13,4.75,0,,,18.5,525,,
"   2 1/2 x 1 uovo, 150 g"
  Sabelli Stracciatella di Burrata,212,19.8,11.7,1.26,,1.26,8.19,259.2,,
   90 g
 Dinner,620,14.23,3.37,78.98,5.6,13.85,41.2,1368,,
  Heinz Ketchup,51,0.05,0.05,11.6,0,11.4,0.6,360,,
   50 g
  Conad Patate ,322,3.5,0,63,5.6,1.4,7.35,28,,
   350 g
  Scottona Hamburger,247,10.68,3.32,4.38,,1.05,33.25,980,,
   175 g
 Snacks/Other,,,,,,,,,,

"Saturday, March 16, 2024",2502,85.21,30.88,266.89,19.13,45.24,161.17,1534.9,108,
 Breakfast,721,19.79,2.46,87.19,10.22,36.91,46.39,468.51,,
  Optimum Nutrition Mass Gainer,109,0.42,0.17,21.92,0.24,1.91,4.35,42.11,,
   29 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Esselunga Fragole,19,0.25,,3.29,0.99,3.29,0.56,1.24,,
   62 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
 Lunch,1371,61.48,28.42,134.7,4.91,7.33,67.59,1046.39,,
  Carrefour Focaccia Tradizionale,805,21.84,3.28,128.31,4.91,6.01,21.57,5.19,,
   273 g
  Aia Petto di Pollo Cotto al Forno,124,1.69,0.39,5.07,0,0,22.1,1040,,
   130 g
  Merivio Mozzarella di Bufala,442,37.95,24.75,1.32,0,1.32,23.92,1.2,,
   165 g
 Dinner,410,3.94,0,45,4,1,47.19,20,108,
  Coop Petto di Pollo,180,1.44,0,0,0,0,41.94,0,108,
   180 g
  Conad Patate ,230,2.5,0,45,4,1,5.25,20,,
   250 g
 Snacks/Other,,,,,,,,,,

"Sunday, March 17, 2024",1857,47.68,13.902,216.75,12.72,82.11,141.29,2549.69,0,358
 Breakfast,645,16.1,3.592,81.9,7.68,42.35,45.24,284.71,0,358
  Banana,89,0.33,0.112,22.84,2.6,12.23,1.09,1,0,358
   100 g
  Milbona Semolina Pudding Cinnamon,146,2.6,1.8,16.2,,8.2,14.2,96,,
   200 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Ventura Datteri al Naturale,61,0.14,0,15.14,2.09,15.14,0.65,1.2,,
   24 g
  Optimum Nutrition Mass Gainer,109,0.42,0.17,21.92,0.24,1.91,4.35,42.11,,
   29 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
 Lunch,697,24.48,9.08,74.03,2.83,3.69,43.44,1346.98,,
  Fattorie Girau Pecorino,97,7.92,5.52,0.24,,0.24,6.24,288,,
   24 g
  Dal Salumiere Bresaola di Bovino Black Angus,137,4,1.68,0,,0,24.8,1056,,
   80 g
  Carrefour Focaccia Tradizionale,463,12.56,1.88,73.79,2.83,3.45,12.4,2.98,,
   157 g
 Dinner,297,6.44,0.9,42.67,2.21,17.92,17.96,720,,
  Mangiami Zucchine e Gamberi ,238,6.3,0.9,27.9,,3.15,17.55,720,,
   450 g
  Melinda Mela Golden,59,0.14,,14.77,2.21,14.77,0.41,0,,
   138 g
 Snacks/Other,218,0.66,0.33,18.15,,18.15,34.65,198,,
  Milbona High Protein Drink (Vaniglia),218,0.66,0.33,18.15,,18.15,34.65,198,,
   330 ml

"Monday, March 18, 2024",2060,50.25,12.9,247.94,27.87,42.38,151.74,1734.04,,
 Breakfast,705,19.59,2.47,83.91,9.97,32.94,46.19,469.22,,
  Esselunga Mirtilli,9,0.07,,1.78,1.08,1.78,0.32,0.7,,
   35 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Ventura Datteri al Naturale,61,0.14,0,15.14,2.09,15.14,0.65,1.2,,
   24 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Decathlon Whey Protein Vanilla Flavour,110,1.08,0.63,4.5,0.6,3.9,21,144,,
   30 g
 Lunch,437,21.05,6.47,16.09,1,1.99,43.65,1092.47,,
  Crai Filetti di Sgombro,153,7.02,1.38,0.09,,0.09,22.59,374.4,,
   90 g
  Coop Uovo,197,12.83,4.69,0,,,18.26,518.07,,
   148 g
  Certossa Pan Carré,87,1.2,0.4,16,1,1.9,2.8,200,,
"   2 fette, 33 g"
 Dinner,749,4.71,1.16,135.04,5.7,6.65,39.4,0.35,,
  Ondina Gamberi,67,0.91,0.21,0.14,0,0,14.7,0.35,,
   70 g
  Barilla Spaghetti N.5,682,3.8,0.95,134.9,5.7,6.65,24.7,0,,
   190 g
 Snacks/Other,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
  Lidl Barretta Proteica Cookies,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
"   1 barretta, 45 g"

"Tuesday, March 19, 2024",2203,44.11,10.122,251.85,16.3,107.2,189.73,1775.8,0,390
 Breakfast,713,19.61,2.45,86.63,10.8,35.68,45.74,464.95,,
  Esselunga Mirtilli,14,0.11,,2.75,1.67,2.75,0.49,1.08,,
   54 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Ventura Datteri al Naturale,68,0.16,0,17.04,2.35,17.04,0.73,1.35,,
   27 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Decathlon Whey Protein Vanilla Flavour,106,1.04,0.61,4.35,0.58,3.77,20.3,139.2,,
   29 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
 Lunch,666,19.85,6.1,71.1,,4.61,44.65,577.5,,
  Carrefour Pane Tostato,375,4.5,0.6,69,,4.4,11,,,
   100 g
  Dal Salumiere Petto di Pollo Bio,71,1.05,0.28,2.1,,0.21,13.3,,,
   70 g
  Coop Uovo,220,14.3,5.22,0,,,20.35,577.5,,
"   2 3/4 x 1 uovo, 165 g"
 Dinner,605,3.99,1.242,75.86,5.5,48.65,64.48,534.15,0,390
  Delizie del Sole Carciofi,21,1.22,0.22,0.5,2.7,0.22,0.54,327.6,,
   45 g
  Divella Piselli,72,0.3,0,10.5,,0,4.8,200,,
   100 g
  Kania Ketchup Hot,176,0.18,0.18,39.96,,35.1,2.52,5.36,,
   180 g
  Banana,97,0.36,0.122,24.9,2.8,13.33,1.19,1,0,390
   109 g
  Lidl Straccetti di Petto di Pollo,239,1.93,0.72,0,0,0,55.43,0.19,,
   241 g
 Snacks/Other,219,0.66,0.33,18.26,,18.26,34.86,199.2,,
  Milbona High Protein Drink (Vaniglia),219,0.66,0.33,18.26,,18.26,34.86,199.2,,
   332 ml

"Wednesday, March 20, 2024",2351,73.72,33.89,268.08,13.16,64.15,151.41,4659.77,,
 Breakfast,703,19.56,2.45,84.4,10.04,33.45,45.52,464.47,,
  Esselunga Mirtilli,9,0.07,,1.78,1.08,1.78,0.32,0.7,,
   35 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Ventura Datteri al Naturale,63,0.15,0,15.78,2.18,15.78,0.68,1.25,,
   25 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Alesto Nocciole 100% Italiane,68,6.2,0.45,0.82,0.94,0.49,1.5,0,,
   10 g
  Decathlon Whey Protein Vanilla Flavour,106,1.04,0.61,4.35,0.58,3.77,20.3,139.2,,
   29 g
 Lunch,1011,48.4,29.44,88.88,0,8.1,52.5,4042,,
  Lidl Pane Ciabatta,422,2.1,0.52,84.88,,5.78,13.3,2940,,
   175 g
  Pascoli Italiani Mozzarella di Bufala Campana Dop ,524,45.6,28.5,1.9,0,1.9,26.6,570,,
   190 g
  Dal Salumiere Petto di Pollo Cotto al Forno,65,0.7,0.42,2.1,,0.42,12.6,532,,
   70 g
 Dinner,483,2.76,,83.2,3.12,13,33.39,1.3,,
  Primo Ceci Lessati,415,2.5,,65,,,33,,,
   500 g
  Melinda Mela,68,0.26,,18.2,3.12,13,0.39,1.3,,
   130 g
 Snacks/Other,154,3,2,11.6,,9.6,20,152,,
  Milbona Budino Proteico Nocciola,154,3,2,11.6,,9.6,20,152,,
   200 g

"Thursday, March 21, 2024",2367,80.84,15.98,237.51,34.44,44.44,165.95,3785.5,,269.5
 Breakfast,860,28.84,4.01,88.41,10.83,36.48,59.57,601.27,,
  Gina Peanut Butter,65,5.6,1,1.2,,0.7,2.1,60,,
   10 g
  Esselunga Mirtilli,9,0.07,,1.78,1.08,1.78,0.32,0.7,,
   35 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Ventura Datteri al Naturale,63,0.15,0,15.78,2.18,15.78,0.68,1.25,,
   25 g
  Decathlon Whey Protein Vanilla Flavour,165,1.62,0.94,6.75,0.9,5.85,31.5,216,,
   45 g
  Alesto Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
 Lunch,433,22.61,6.5,16,1,1.9,38.92,1060.93,,
  Certossa Pan Carré,87,1.2,0.4,16,1,1.9,2.8,200,,
"   2 fette, 33 g"
  Coop Uovo,179,11.61,4.24,0,,,16.52,468.93,,
   134 g
  Rio Mare Salmone Grigliato,167,9.8,1.86,0,,,19.6,392,,
   98 g
 Dinner,905,24.49,2.67,120.2,11.41,5.26,44.96,1951.3,,269.5
  Ca' Bianca Bruschette,683,19.31,2.67,105.98,4.55,5.02,18.84,1632.8,,
   157 g
  Esselunga Sardine,148,5.18,,1.72,,,23.92,,,
   115 g
  Conad Carote Cotte al Vapore,74,0,0,12.5,6.86,0.24,2.2,318.5,,269.5
   245 g
 Snacks/Other,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
  Lidl Barretta Proteica Cookies,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
"   1 barretta, 45 g"

"Friday, March 22, 2024",2066,59.62,10.23,250.57,10.22,49.93,120.15,3819.15,,
 Breakfast,901,27.85,3.4,96.53,9.31,45.5,62.87,584.88,,
  Gina Peanut Butter,65,5.6,1,1.2,,0.7,2.1,60,,
   10 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Ventura Datteri al Naturale,51,0.12,0,12.62,1.74,12.62,0.54,1,,
   20 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Alesto Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Esselunga Mirtilli,7,0.06,,1.48,0.9,1.48,0.26,0.58,,
   29 g
  Milbona High Protein Drink (Vaniglia),220,0.67,0.33,18.33,,18.33,35,199.98,,
   333 1/3 ml
 Lunch,348,16.02,5.93,14.54,0.91,1.73,33.83,1254.27,,
  Dal Salumiere Bresaola di Bovino Black Angus,72,2.1,0.88,0,,0,13.02,554.4,,
   42 g
  Coop Uovo,197,12.83,4.69,0,,,18.26,518.07,,
   148 g
  Certossa Pan Carré,79,1.09,0.36,14.54,0.91,1.73,2.55,181.8,,
   30 g
 Dinner,817,15.75,0.9,139.5,,2.7,23.45,1980,,
  Conad Gorgonzola,160,13.5,,0,,,9.5,360,,
   50 g
  Rana Gnocchetti di Patate,657,2.25,0.9,139.5,,2.7,13.95,1620,,
   450 g
 Snacks/Other,,,,,,,,,,

"Saturday, March 23, 2024",1676,58.26,11.798,141.58,21.02,51.02,147.22,3460.05,0,849
 Breakfast,794,30.78,3.07,85.4,10.51,29.57,42.87,385.5,,
  Forever Proteine,113,3.6,0,7.2,1.2,2.4,15,0.6,,
   30 g
  Esselunga Mirtilli,7,0.06,,1.48,0.9,1.48,0.26,0.58,,
   29 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Crownfield Crunchy Oat Muesli,224,6.34,0.78,34.01,3.8,5.67,5.77,139.36,,
   52 g
  Ventura Datteri al Naturale,51,0.12,0,12.62,1.74,12.62,0.54,1,,
   20 g
  Alesto Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Gina Peanut Butter,65,5.6,1,1.2,,0.7,2.1,60,,
   10 g
 Lunch,363,17.2,6.35,14.54,0.91,1.73,34.55,1257.33,,
  Dal Salumiere Bresaola di Bovino Black Angus,65,1.9,0.8,0,,0,11.78,501.6,,
   38 g
  Coop Uovo,219,14.21,5.19,0,,,20.22,573.93,,
   164 g
  Certossa Pan Carré,79,1.09,0.36,14.54,0.91,1.73,2.55,181.8,,
   30 g
 Dinner,519,10.28,2.378,41.64,9.6,19.72,69.8,1817.22,0,849
  McEnnedy BBQ Sauce Classic,90,0.05,0.05,20.7,,15.7,0.8,950,,
   50 ml
  Cooked Broccoli,162,8.07,1.518,20.94,9.6,4.02,6.9,867,0,849
   300 g
  Lidl Tagliata di Petto di Pollo con Sale Rosso Delle Hawaii,267,2.16,0.81,0,,0,62.1,0.22,,
   270 g
 Snacks/Other,,,,,,,,,,

"Sunday, March 24, 2024",2635,109.56,23.3,240.49,22.85,47.58,163.77,3632.33,,
 Breakfast,803,30.07,2.94,89.99,11.65,35.3,42.83,374.92,,
  Esselunga Mirtilli,12,0.1,,2.45,1.49,2.45,0.43,0.96,,
   48 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Ventura Datteri al Naturale,71,0.17,0,17.67,2.44,17.67,0.76,1.4,,
   28 g
  Forever Proteine,113,3.6,0,7.2,1.2,2.4,15,0.6,,
   30 g
  Crownfield Crunchy Oat Muesli,215,6.1,0.75,32.7,3.65,5.45,5.55,134,,
   50 g
  Milbona Yogurt Greco senza Grassi,58,0,0,4.5,0,3.5,10,140,,
   100 g
  Alesto Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
  Lidl Mandorle,62,5.33,0.43,0.48,1.21,0.48,2.45,0.4,,
   10 g
  Gina Peanut Butter,58,5.04,0.9,1.08,,0.63,1.89,54,,
   9 g
 Lunch,535,17.39,6.12,38.8,0,2.64,52.68,3079.17,,
  Lidl Pane Ciabatta,193,0.96,0.24,38.8,,2.64,6.08,1344,,
   80 g
  Fish & Fine Tonno Affumicato,149,3.86,1.29,0,0,,28.71,1227.6,,
   99 g
  Coop Uovo,193,12.57,4.59,0,,,17.89,507.57,,
   145 g
 Dinner,1128,57.2,11.44,98.8,,8.84,45.76,6.24,,
  Pam Panorama Torta Salata Ricotta e Spinaci,1128,57.2,11.44,98.8,,8.84,45.76,6.24,,
   520 g
 Snacks/Other,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
  Lidl Barretta Proteica Cookies,169,4.9,2.8,12.9,11.2,0.8,22.5,172,,
"   1 barretta, 45 g"

"Monday, March 25, 2024",2327,88.55,20.831,209.67,16.23,81.53,167.18,3618.12,43.2,226
 Breakfast,894,33.55,3.611,104.13,11.93,42.41,44.9,418.06,0,226
  Gina Peanut Butter,97,8.4,1.5,1.8,,1.05,3.15,90,,
   15 g
  Optimum Nutrition Mass Gainer,113,0.43,0.18,22.68,0.25,1.98,4.5,43.56,,
   30 g
  Crownfield Crunchy Oat Muesli,215,6.1,0.75,32.7,3.65,5.45,5.55,134,,
   50 g
  Forever Proteine,113,3.6,0,7.2,1.2,2.4,15,0.6,,
   30 g
  Ventura Datteri al Naturale,76,0.18,0,18.93,2.61,18.93,0.81,1.5,,
   30 g
  Milbona Yogurt Greco senza Grassi,61,0,0,4.72,0,3.68,10.5,147,,
   105 g
  Alesto Nocciole 100% Italiane,101,9.3,0.68,1.23,1.41,0.74,2.25,0,,
   15 g
